"typeID","typeName","manufacture","group_level1","group_level2","group_level3","group_level4","group_level5","group_level6","group_level7"
28432,"Compressed Veldspar","OK","Manufacture & Research","Materials","Raw Materials","Ore","Veldspar",NULL,NULL
28659,"Paladin","OK","Ships","Battleships","Advanced Battleships","Marauders","Amarr",NULL,NULL
28661,"Kronos","OK","Ships","Battleships","Advanced Battleships","Marauders","Gallente",NULL,NULL
28665,"Vargur","OK","Ships","Battleships","Advanced Battleships","Marauders","Minmatar",NULL,NULL
28710,"Golem","OK","Ships","Battleships","Advanced Battleships","Marauders","Caldari",NULL,NULL
28795,"Mid-grade Centurion Omega","NG","Implants & Boosters","Implants","Skill Hardwiring","Faction Omega Implants","Implant Slot 06",NULL,NULL
28801,"Mid-grade Nomad Omega","NG","Implants & Boosters","Implants","Skill Hardwiring","Faction Omega Implants","Implant Slot 06",NULL,NULL
28807,"Mid-grade Harvest Omega","NG","Implants & Boosters","Implants","Skill Hardwiring","Faction Omega Implants","Implant Slot 06",NULL,NULL
28813,"Mid-grade Virtue Omega","NG","Implants & Boosters","Implants","Skill Hardwiring","Faction Omega Implants","Implant Slot 06",NULL,NULL
28819,"Mid-grade Edge Omega","NG","Implants & Boosters","Implants","Skill Hardwiring","Faction Omega Implants","Implant Slot 06",NULL,NULL
29040,"Capital Antimatter Reactor Unit Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Amarr",NULL,NULL
29042,"Capital Crystalline Carbonide Armor Plate Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Gallente",NULL,NULL
29044,"Capital Deflection Shield Emitter Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Minmatar",NULL,NULL
29046,"Capital Electrolytic Capacitor Unit Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Minmatar",NULL,NULL
29048,"Capital EM Pulse Generator Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Amarr",NULL,NULL
29050,"Capital Fernite Carbide Composite Armor Plate Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Minmatar",NULL,NULL
29052,"Capital Fusion Reactor Unit Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Gallente",NULL,NULL
29054,"Capital Fusion Thruster Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Amarr",NULL,NULL
29056,"Capital Gravimetric Sensor Cluster Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Caldari",NULL,NULL
29058,"Capital Graviton Pulse Generator Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Caldari",NULL,NULL
29060,"Capital Graviton Reactor Unit Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Caldari",NULL,NULL
29062,"Capital Ion Thruster Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Gallente",NULL,NULL
29064,"Capital Laser Focusing Crystals Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Amarr",NULL,NULL
29066,"Capital Ladar Sensor Cluster Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Minmatar",NULL,NULL
29068,"Capital Linear Shield Emitter Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Amarr",NULL,NULL
29070,"Capital Magnetometric Sensor Cluster Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Gallente",NULL,NULL
29072,"Capital Magpulse Thruster Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Caldari",NULL,NULL
29074,"Capital Nanoelectrical Microprocessor Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Amarr",NULL,NULL
29076,"Capital Nanomechanical Microprocessor Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Minmatar",NULL,NULL
29078,"Capital Nuclear Pulse Generator Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Minmatar",NULL,NULL
29080,"Capital Nuclear Reactor Unit Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Minmatar",NULL,NULL
29082,"Capital Oscillator Capacitor Unit Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Gallente",NULL,NULL
29084,"Capital Particle Accelerator Unit Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Gallente",NULL,NULL
29086,"Capital Photon Microprocessor Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Gallente",NULL,NULL
29088,"Capital Plasma Pulse Generator Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Gallente",NULL,NULL
29090,"Capital Plasma Thruster Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Minmatar",NULL,NULL
29092,"Capital Pulse Shield Emitter Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Gallente",NULL,NULL
29094,"Capital Quantum Microprocessor Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Caldari",NULL,NULL
29096,"Capital Radar Sensor Cluster Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Amarr",NULL,NULL
29098,"Capital Scalar Capacitor Unit Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Caldari",NULL,NULL
29100,"Capital Superconductor Rails Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Caldari",NULL,NULL
29102,"Capital Sustained Shield Emitter Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Caldari",NULL,NULL
29104,"Capital Tesseract Capacitor Unit Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Amarr",NULL,NULL
29106,"Capital Thermonuclear Trigger Unit Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Minmatar",NULL,NULL
29108,"Capital Titanium Diborite Armor Plate Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Caldari",NULL,NULL
29110,"Capital Tungsten Carbide Armor Plate Blueprint","NG","Blueprints","Manufacture & Research","Components","Advanced Capital Ship Components","Amarr",NULL,NULL
29984,"Tengu","OK","Ships","Cruisers","Advanced Cruisers","Strategic Cruisers","Caldari",NULL,NULL
29986,"Legion","OK","Ships","Cruisers","Advanced Cruisers","Strategic Cruisers","Amarr",NULL,NULL
29988,"Proteus","OK","Ships","Cruisers","Advanced Cruisers","Strategic Cruisers","Gallente",NULL,NULL
29990,"Loki","OK","Ships","Cruisers","Advanced Cruisers","Strategic Cruisers","Minmatar",NULL,NULL
31959,"High-grade Grail Omega","NG","Implants & Boosters","Implants","Skill Hardwiring","Faction Omega Implants","Implant Slot 06",NULL,NULL
31967,"High-grade Talon Omega","NG","Implants & Boosters","Implants","Skill Hardwiring","Faction Omega Implants","Implant Slot 06",NULL,NULL
31973,"High-grade Spur Omega","NG","Implants & Boosters","Implants","Skill Hardwiring","Faction Omega Implants","Implant Slot 06",NULL,NULL
31979,"High-grade Jackal Omega","NG","Implants & Boosters","Implants","Skill Hardwiring","Faction Omega Implants","Implant Slot 06",NULL,NULL
32122,"Low-grade Grail Omega","NG","Implants & Boosters","Implants","Skill Hardwiring","Faction Omega Implants","Implant Slot 06",NULL,NULL
32123,"Low-grade Jackal Omega","NG","Implants & Boosters","Implants","Skill Hardwiring","Faction Omega Implants","Implant Slot 06",NULL,NULL
32124,"Low-grade Spur Omega","NG","Implants & Boosters","Implants","Skill Hardwiring","Faction Omega Implants","Implant Slot 06",NULL,NULL
32125,"Low-grade Talon Omega","NG","Implants & Boosters","Implants","Skill Hardwiring","Faction Omega Implants","Implant Slot 06",NULL,NULL
32254,"Imperial Navy Modified 'Noble' Implant","NG","Implants & Boosters","Implants","Skill Hardwiring","Armor Implants","Implant Slot 10",NULL,NULL
32255,"Sansha Modified 'Gnome' Implant","NG","Implants & Boosters","Implants","Skill Hardwiring","Shield Implants","Implant Slot 07",NULL,NULL
33403,"Imperial Navy Warfare Mindlink","NG","Implants & Boosters","Implants","Skill Hardwiring","Leadership Implants","Implant Slot 10",NULL,NULL
33404,"Federation Navy Warfare Mindlink","NG","Implants & Boosters","Implants","Skill Hardwiring","Leadership Implants","Implant Slot 10",NULL,NULL
33405,"Republic Fleet Warfare Mindlink","NG","Implants & Boosters","Implants","Skill Hardwiring","Leadership Implants","Implant Slot 10",NULL,NULL
33406,"Caldari Navy Warfare Mindlink","NG","Implants & Boosters","Implants","Skill Hardwiring","Leadership Implants","Implant Slot 10",NULL,NULL
33529,"High-grade Ascendancy Omega","OK","Implants & Boosters","Implants","Skill Hardwiring","Faction Omega Implants","Implant Slot 06",NULL,NULL
33565,"Mid-grade Ascendancy Omega","OK","Implants & Boosters","Implants","Skill Hardwiring","Faction Omega Implants","Implant Slot 06",NULL,NULL
33922,"Low-grade Centurion Omega","NG","Implants & Boosters","Implants","Skill Hardwiring","Faction Omega Implants","Implant Slot 06",NULL,NULL
33928,"Low-grade Crystal Omega","NG","Implants & Boosters","Implants","Skill Hardwiring","Faction Omega Implants","Implant Slot 06",NULL,NULL
33934,"Low-grade Edge Omega","NG","Implants & Boosters","Implants","Skill Hardwiring","Faction Omega Implants","Implant Slot 06",NULL,NULL
33940,"Low-grade Halo Omega","NG","Implants & Boosters","Implants","Skill Hardwiring","Faction Omega Implants","Implant Slot 06",NULL,NULL
33946,"Low-grade Harvest Omega","NG","Implants & Boosters","Implants","Skill Hardwiring","Faction Omega Implants","Implant Slot 06",NULL,NULL
33952,"Low-grade Nomad Omega","NG","Implants & Boosters","Implants","Skill Hardwiring","Faction Omega Implants","Implant Slot 06",NULL,NULL
33958,"Low-grade Slave Omega","NG","Implants & Boosters","Implants","Skill Hardwiring","Faction Omega Implants","Implant Slot 06",NULL,NULL
33964,"Low-grade Snake Omega","NG","Implants & Boosters","Implants","Skill Hardwiring","Faction Omega Implants","Implant Slot 06",NULL,NULL
33970,"Low-grade Talisman Omega","NG","Implants & Boosters","Implants","Skill Hardwiring","Faction Omega Implants","Implant Slot 06",NULL,NULL
33976,"Low-grade Virtue Omega","NG","Implants & Boosters","Implants","Skill Hardwiring","Faction Omega Implants","Implant Slot 06",NULL,NULL
34272,"Polarized Small Focused Pulse Laser","OK","Ship Equipment","Turrets & Bays","Energy Turrets","Pulse Lasers","Small",NULL,NULL
34274,"Polarized Heavy Pulse Laser","OK","Ship Equipment","Turrets & Bays","Energy Turrets","Pulse Lasers","Medium",NULL,NULL
34276,"Polarized Mega Pulse Laser","OK","Ship Equipment","Turrets & Bays","Energy Turrets","Pulse Lasers","Large",NULL,NULL
34278,"Polarized Light Neutron Blaster","OK","Ship Equipment","Turrets & Bays","Hybrid Turrets","Blasters","Small",NULL,NULL
34280,"Polarized Heavy Neutron Blaster","OK","Ship Equipment","Turrets & Bays","Hybrid Turrets","Blasters","Medium",NULL,NULL
34282,"Polarized Neutron Blaster Cannon","OK","Ship Equipment","Turrets & Bays","Hybrid Turrets","Blasters","Large",NULL,NULL
34284,"Polarized 200mm AutoCannon","OK","Ship Equipment","Turrets & Bays","Projectile Turrets","Autocannons","Small",NULL,NULL
34286,"Polarized 425mm AutoCannon","OK","Ship Equipment","Turrets & Bays","Projectile Turrets","Autocannons","Medium",NULL,NULL
34288,"Polarized 800mm Repeating Cannon","OK","Ship Equipment","Turrets & Bays","Projectile Turrets","Autocannons","Large",NULL,NULL
34317,"Confessor","OK","Ships","Destroyers","Advanced Destroyers","Tactical Destroyers","Amarr",NULL,NULL
34562,"Svipul","OK","Ships","Destroyers","Advanced Destroyers","Tactical Destroyers","Minmatar",NULL,NULL
34810,"Paladin Blood Raiders SKIN (Permanent)","NG","Ship SKINs","Battleships","Advanced Battleships","Marauders","Amarr",NULL,NULL
34814,"Golem Kaalakiota SKIN (Permanent)","NG","Ship SKINs","Battleships","Advanced Battleships","Marauders","Caldari",NULL,NULL
34817,"Kronos Police SKIN (Permanent)","NG","Ship SKINs","Battleships","Advanced Battleships","Marauders","Gallente",NULL,NULL
34828,"Jackdaw","OK","Ships","Destroyers","Advanced Destroyers","Tactical Destroyers","Caldari",NULL,NULL
35683,"Hecate","OK","Ships","Destroyers","Advanced Destroyers","Tactical Destroyers","Gallente",NULL,NULL
35705,"Vargur Thukker Tribe SKIN (Permanent)","NG","Ship SKINs","Battleships","Advanced Battleships","Marauders","Minmatar",NULL,NULL
36287,"Crusader EoM SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Interceptors","Amarr",NULL,NULL
36288,"Malediction EoM SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Interceptors","Amarr",NULL,NULL
36289,"Anathema EoM SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Covert Ops","Amarr",NULL,NULL
36290,"Sentinel EoM SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Electronic Attack Frigates","Amarr",NULL,NULL
36291,"Vengeance EoM SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Assault Frigates","Amarr",NULL,NULL
36292,"Retribution EoM SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Assault Frigates","Amarr",NULL,NULL
36294,"Pilgrim EoM SKIN (Permanent)","NG","Ship SKINs","Cruisers","Advanced Cruisers","Recon Ships","Amarr",NULL,NULL
36295,"Guardian EoM SKIN (Permanent)","NG","Ship SKINs","Cruisers","Advanced Cruisers","Logistics","Amarr",NULL,NULL
36296,"Zealot EoM SKIN (Permanent)","NG","Ship SKINs","Cruisers","Advanced Cruisers","Heavy Assault Cruisers","Amarr",NULL,NULL
36297,"Devoter EoM SKIN (Permanent)","NG","Ship SKINs","Cruisers","Advanced Cruisers","Heavy Interdiction Cruisers","Amarr",NULL,NULL
36298,"Sacrilege EoM SKIN (Permanent)","NG","Ship SKINs","Cruisers","Advanced Cruisers","Heavy Assault Cruisers","Amarr",NULL,NULL
36299,"Purifier EoM SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Covert Ops","Amarr",NULL,NULL
36300,"Prorator EoM SKIN (Permanent)","NG","Ship SKINs","Industrial Ships","Advanced Industrial Ships","Transport Ships","Amarr",NULL,NULL
36301,"Impel EoM SKIN (Permanent)","NG","Ship SKINs","Industrial Ships","Advanced Industrial Ships","Transport Ships","Amarr",NULL,NULL
36309,"Curse EoM SKIN (Permanent)","NG","Ship SKINs","Cruisers","Advanced Cruisers","Recon Ships","Amarr",NULL,NULL
36311,"Redeemer EoM SKIN (Permanent)","NG","Ship SKINs","Battleships","Advanced Battleships","Black Ops","Amarr",NULL,NULL
36312,"Absolution EoM SKIN (Permanent)","NG","Ship SKINs","Battlecruisers","Advanced Battlecruisers","Command Ships","Amarr",NULL,NULL
36313,"Heretic EoM SKIN (Permanent)","NG","Ship SKINs","Destroyers","Advanced Destroyers","Interdictors","Amarr",NULL,NULL
36314,"Damnation EoM SKIN (Permanent)","NG","Ship SKINs","Battlecruisers","Advanced Battlecruisers","Command Ships","Amarr",NULL,NULL
36319,"Paladin EoM SKIN (Permanent)","NG","Ship SKINs","Battleships","Advanced Battleships","Marauders","Amarr",NULL,NULL
36335,"Crow Wiyrkomi SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Interceptors","Caldari",NULL,NULL
36336,"Raptor Wiyrkomi SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Interceptors","Caldari",NULL,NULL
36337,"Buzzard Wiyrkomi SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Covert Ops","Caldari",NULL,NULL
36338,"Kitsune Wiyrkomi SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Electronic Attack Frigates","Caldari",NULL,NULL
36339,"Hawk Wiyrkomi SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Assault Frigates","Caldari",NULL,NULL
36340,"Harpy Wiyrkomi SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Assault Frigates","Caldari",NULL,NULL
36341,"Falcon Wiyrkomi SKIN (Permanent)","NG","Ship SKINs","Cruisers","Advanced Cruisers","Recon Ships","Caldari",NULL,NULL
36342,"Rook Wiyrkomi SKIN (Permanent)","NG","Ship SKINs","Cruisers","Advanced Cruisers","Recon Ships","Caldari",NULL,NULL
36343,"Basilisk Wiyrkomi SKIN (Permanent)","NG","Ship SKINs","Cruisers","Advanced Cruisers","Logistics","Caldari",NULL,NULL
36344,"Cerberus Wiyrkomi SKIN (Permanent)","NG","Ship SKINs","Cruisers","Advanced Cruisers","Heavy Assault Cruisers","Caldari",NULL,NULL
36345,"Onyx Wiyrkomi SKIN (Permanent)","NG","Ship SKINs","Cruisers","Advanced Cruisers","Heavy Interdiction Cruisers","Caldari",NULL,NULL
36346,"Eagle Wiyrkomi SKIN (Permanent)","NG","Ship SKINs","Cruisers","Advanced Cruisers","Heavy Assault Cruisers","Caldari",NULL,NULL
36347,"Manticore Wiyrkomi SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Covert Ops","Caldari",NULL,NULL
36348,"Crane Wiyrkomi SKIN (Permanent)","NG","Ship SKINs","Industrial Ships","Advanced Industrial Ships","Transport Ships","Caldari",NULL,NULL
36349,"Bustard Wiyrkomi SKIN (Permanent)","NG","Ship SKINs","Industrial Ships","Advanced Industrial Ships","Transport Ships","Caldari",NULL,NULL
36355,"Widow Wiyrkomi SKIN (Permanent)","NG","Ship SKINs","Battleships","Advanced Battleships","Black Ops","Caldari",NULL,NULL
36356,"Vulture Wiyrkomi SKIN (Permanent)","NG","Ship SKINs","Battlecruisers","Advanced Battlecruisers","Command Ships","Caldari",NULL,NULL
36357,"Flycatcher Wiyrkomi SKIN (Permanent)","NG","Ship SKINs","Destroyers","Advanced Destroyers","Interdictors","Caldari",NULL,NULL
36358,"Nighthawk Wiyrkomi SKIN (Permanent)","NG","Ship SKINs","Battlecruisers","Advanced Battlecruisers","Command Ships","Caldari",NULL,NULL
36361,"Golem Wiyrkomi SKIN (Permanent)","NG","Ship SKINs","Battleships","Advanced Battleships","Marauders","Caldari",NULL,NULL
36377,"Helios Intaki Syndicate SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Covert Ops","Gallente",NULL,NULL
36378,"Keres Intaki Syndicate SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Electronic Attack Frigates","Gallente",NULL,NULL
36379,"Taranis Intaki Syndicate SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Interceptors","Gallente",NULL,NULL
36380,"Ares Intaki Syndicate SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Interceptors","Gallente",NULL,NULL
36381,"Nemesis Intaki Syndicate SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Covert Ops","Gallente",NULL,NULL
36382,"Arazu Intaki Syndicate SKIN (Permanent)","NG","Ship SKINs","Cruisers","Advanced Cruisers","Recon Ships","Gallente",NULL,NULL
36383,"Lachesis Intaki Syndicate SKIN (Permanent)","NG","Ship SKINs","Cruisers","Advanced Cruisers","Recon Ships","Gallente",NULL,NULL
36384,"Oneiros Intaki Syndicate SKIN (Permanent)","NG","Ship SKINs","Cruisers","Advanced Cruisers","Logistics","Gallente",NULL,NULL
36385,"Ishtar Intaki Syndicate SKIN (Permanent)","NG","Ship SKINs","Cruisers","Advanced Cruisers","Heavy Assault Cruisers","Gallente",NULL,NULL
36386,"Phobos Intaki Syndicate SKIN (Permanent)","NG","Ship SKINs","Cruisers","Advanced Cruisers","Heavy Interdiction Cruisers","Gallente",NULL,NULL
36387,"Deimos Intaki Syndicate SKIN (Permanent)","NG","Ship SKINs","Cruisers","Advanced Cruisers","Heavy Assault Cruisers","Gallente",NULL,NULL
36388,"Ishkur Intaki Syndicate SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Assault Frigates","Gallente",NULL,NULL
36389,"Enyo Intaki Syndicate SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Assault Frigates","Gallente",NULL,NULL
36390,"Viator Intaki Syndicate SKIN (Permanent)","NG","Ship SKINs","Industrial Ships","Advanced Industrial Ships","Transport Ships","Gallente",NULL,NULL
36391,"Occator Intaki Syndicate SKIN (Permanent)","NG","Ship SKINs","Industrial Ships","Advanced Industrial Ships","Transport Ships","Gallente",NULL,NULL
36397,"Sin Intaki Syndicate SKIN (Permanent)","NG","Ship SKINs","Battleships","Advanced Battleships","Black Ops","Gallente",NULL,NULL
36398,"Eos Intaki Syndicate SKIN (Permanent)","NG","Ship SKINs","Battlecruisers","Advanced Battlecruisers","Command Ships","Gallente",NULL,NULL
36399,"Eris Intaki Syndicate SKIN (Permanent)","NG","Ship SKINs","Destroyers","Advanced Destroyers","Interdictors","Gallente",NULL,NULL
36400,"Astarte Intaki Syndicate SKIN (Permanent)","NG","Ship SKINs","Battlecruisers","Advanced Battlecruisers","Command Ships","Gallente",NULL,NULL
36404,"Kronos Intaki Syndicate SKIN (Permanent)","NG","Ship SKINs","Battleships","Advanced Battleships","Marauders","Gallente",NULL,NULL
36424,"Cheetah Justice SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Covert Ops","Minmatar",NULL,NULL
36425,"Claw Justice SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Interceptors","Minmatar",NULL,NULL
36426,"Stiletto Justice SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Interceptors","Minmatar",NULL,NULL
36427,"Wolf Justice SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Assault Frigates","Minmatar",NULL,NULL
36428,"Hyena Justice SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Electronic Attack Frigates","Minmatar",NULL,NULL
36429,"Jaguar Justice SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Assault Frigates","Minmatar",NULL,NULL
36430,"Huginn Justice SKIN (Permanent)","NG","Ship SKINs","Cruisers","Advanced Cruisers","Recon Ships","Minmatar",NULL,NULL
36431,"Rapier Justice SKIN (Permanent)","NG","Ship SKINs","Cruisers","Advanced Cruisers","Recon Ships","Minmatar",NULL,NULL
36432,"Scimitar Justice SKIN (Permanent)","NG","Ship SKINs","Cruisers","Advanced Cruisers","Logistics","Minmatar",NULL,NULL
36433,"Vagabond Justice SKIN (Permanent)","NG","Ship SKINs","Cruisers","Advanced Cruisers","Heavy Assault Cruisers","Minmatar",NULL,NULL
36434,"Broadsword Justice SKIN (Permanent)","NG","Ship SKINs","Cruisers","Advanced Cruisers","Heavy Interdiction Cruisers","Minmatar",NULL,NULL
36435,"Muninn Justice SKIN (Permanent)","NG","Ship SKINs","Cruisers","Advanced Cruisers","Heavy Assault Cruisers","Minmatar",NULL,NULL
36436,"Hound Justice SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Covert Ops","Minmatar",NULL,NULL
36437,"Prowler Justice SKIN (Permanent)","NG","Ship SKINs","Industrial Ships","Advanced Industrial Ships","Transport Ships","Minmatar",NULL,NULL
36438,"Mastodon Justice SKIN (Permanent)","NG","Ship SKINs","Industrial Ships","Advanced Industrial Ships","Transport Ships","Minmatar",NULL,NULL
36445,"Panther Justice SKIN (Permanent)","NG","Ship SKINs","Battleships","Advanced Battleships","Black Ops","Minmatar",NULL,NULL
36446,"Sleipnir Justice SKIN (Permanent)","NG","Ship SKINs","Battlecruisers","Advanced Battlecruisers","Command Ships","Minmatar",NULL,NULL
36447,"Sabre Justice SKIN (Permanent)","NG","Ship SKINs","Destroyers","Advanced Destroyers","Interdictors","Minmatar",NULL,NULL
36448,"Claymore Justice SKIN (Permanent)","NG","Ship SKINs","Battlecruisers","Advanced Battlecruisers","Command Ships","Minmatar",NULL,NULL
36639,"Harpy Raata Sunset SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Assault Frigates","Caldari",NULL,NULL
36640,"Hawk Raata Sunset SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Assault Frigates","Caldari",NULL,NULL
36641,"Buzzard Raata Sunset SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Covert Ops","Caldari",NULL,NULL
36642,"Manticore Raata Sunset SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Covert Ops","Caldari",NULL,NULL
36643,"Kitsune Raata Sunset SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Electronic Attack Frigates","Caldari",NULL,NULL
36644,"Crow Raata Sunset SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Interceptors","Caldari",NULL,NULL
36645,"Raptor Raata Sunset SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Interceptors","Caldari",NULL,NULL
36648,"Flycatcher Raata Sunset SKIN (Permanent)","NG","Ship SKINs","Destroyers","Advanced Destroyers","Interdictors","Caldari",NULL,NULL
36653,"Cerberus Raata Sunset SKIN (Permanent)","NG","Ship SKINs","Cruisers","Advanced Cruisers","Heavy Assault Cruisers","Caldari",NULL,NULL
36654,"Eagle Raata Sunset SKIN (Permanent)","NG","Ship SKINs","Cruisers","Advanced Cruisers","Heavy Assault Cruisers","Caldari",NULL,NULL
36655,"Onyx Raata Sunset SKIN (Permanent)","NG","Ship SKINs","Cruisers","Advanced Cruisers","Heavy Interdiction Cruisers","Caldari",NULL,NULL
36656,"Basilisk Raata Sunset SKIN (Permanent)","NG","Ship SKINs","Cruisers","Advanced Cruisers","Logistics","Caldari",NULL,NULL
36657,"Falcon Raata Sunset SKIN (Permanent)","NG","Ship SKINs","Cruisers","Advanced Cruisers","Recon Ships","Caldari",NULL,NULL
36658,"Rook Raata Sunset SKIN (Permanent)","NG","Ship SKINs","Cruisers","Advanced Cruisers","Recon Ships","Caldari",NULL,NULL
36662,"Nighthawk Raata Sunset SKIN (Permanent)","NG","Ship SKINs","Battlecruisers","Advanced Battlecruisers","Command Ships","Caldari",NULL,NULL
36663,"Vulture Raata Sunset SKIN (Permanent)","NG","Ship SKINs","Battlecruisers","Advanced Battlecruisers","Command Ships","Caldari",NULL,NULL
36667,"Widow Raata Sunset SKIN (Permanent)","NG","Ship SKINs","Battleships","Advanced Battleships","Black Ops","Caldari",NULL,NULL
36668,"Golem Raata Sunset SKIN (Permanent)","NG","Ship SKINs","Battleships","Advanced Battleships","Marauders","Caldari",NULL,NULL
36675,"Crane Raata Sunset SKIN (Permanent)","NG","Ship SKINs","Industrial Ships","Advanced Industrial Ships","Transport Ships","Caldari",NULL,NULL
36676,"Bustard Raata Sunset SKIN (Permanent)","NG","Ship SKINs","Industrial Ships","Advanced Industrial Ships","Transport Ships","Caldari",NULL,NULL
36711,"Harpy Blue Tiger SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Assault Frigates","Caldari",NULL,NULL
36712,"Hawk Blue Tiger SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Assault Frigates","Caldari",NULL,NULL
36713,"Buzzard Blue Tiger SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Covert Ops","Caldari",NULL,NULL
36714,"Manticore Blue Tiger SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Covert Ops","Caldari",NULL,NULL
36715,"Kitsune Blue Tiger SKIN (Permanent)","NG","Ship SKINs","Frigates","Advanced Frigates","Electronic Attack Frigates","Caldari",NULL,NULL
